REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,ASUNAFO,2000,COCOYAM," 8,421.00 ", 7.63 ," 64,283.00 "
BRONG AHAFO,JAMAN,2000,COCOYAM," 3,086.00 ", 6.81 ," 21,027.00 "
BRONG AHAFO,KINTAMPO,2000,COCOYAM, 410.00 , 5.29 ," 2,170.00 "
BRONG AHAFO, SUNYANI MUNICIPAL ,2000,PLANTAIN," 2,836.00 ", 6.44 ," 18,259.00 "
BRONG AHAFO,ASUTIFI,2000,PLANTAIN," 9,898.00 ", 7.73 ," 76,479.00 "
BRONG AHAFO, WENCHI MUNICIPAL ,2000,PLANTAIN, 581.00 , 4.55 ," 2,645.00 "
BRONG AHAFO,DORMA AHENKRO,2000,PLANTAIN," 2,087.00 ", 5.94 ," 12,402.00 "
BRONG AHAFO,BEREKUM,2000,PLANTAIN," 2,033.00 ", 6.14 ," 12,487.00 "
BRONG AHAFO,TANO,2000,PLANTAIN," 5,083.00 ", 7.03 ," 35,749.00 "
BRONG AHAFO,NKORANZA,2000,PLANTAIN, 407.00 , 5.54 ," 2,256.00 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2000,PLANTAIN," 5,906.00 ", 5.25 ," 31,011.00 "
BRONG AHAFO,ASUNAFO,2000,PLANTAIN," 10,914.00 ", 7.83 ," 85,415.00 "
BRONG AHAFO,JAMAN,2000,PLANTAIN," 1,070.00 ", 5.84 ," 6,254.00 "
BRONG AHAFO,KINTAMPO,2000,PLANTAIN, 21.00 , 1.00 , 21.00 
UPPER WEST,WA,2000,SORGHUM," 54,186.00 ", 1.10 ," 59,605.00 "
UPPER WEST,LAWRA,2000,SORGHUM," 7,819.00 ", 0.80 ," 6,255.00 "
UPPER WEST,TUMU,2000,SORGHUM," 8,599.00 ", 1.20 ," 10,319.00 "
UPPER WEST,JIRAPA,2000,SORGHUM," 13,900.00 ", 1.00 ," 13,900.00 "
UPPER WEST,NADOWLI,2000,SORGHUM," 19,070.00 ", 0.80 ," 15,256.00 "
UPPER WEST,WA,2000,MILLET," 11,265.00 ", 1.00 ," 11,265.00 "
UPPER WEST,LAWRA,2000,MILLET," 7,500.00 ", 0.50 ," 3,750.00 "
UPPER WEST,TUMU,2000,MILLET," 8,130.00 ", 0.70 ," 5,691.00 "
UPPER WEST,JIRAPA,2000,MILLET," 19,205.00 ", 1.00 ," 19,205.00 "
UPPER WEST,NADOWLI,2000,MILLET," 15,378.00 ", 0.60 ," 9,227.00 "
UPPER WEST,WA,2000,GROUNDNUT," 19,228.00 ", 1.40 ," 26,919.00 "
UPPER WEST,LAWRA,2000,GROUNDNUT," 2,436.00 ", 1.40 ," 3,410.00 "
UPPER WEST,TUMU,2000,GROUNDNUT," 7,566.00 ", 1.80 ," 13,619.00 "
UPPER WEST,JIRAPA,2000,GROUNDNUT," 7,370.00 ", 1.10 ," 8,107.00 "
UPPER WEST,NADOWLI,2000,GROUNDNUT," 11,834.00 ", 1.40 ," 16,568.00 "
UPPER WEST,WA,2000,COWPEA," 11,969.00 ", 0.70 ," 8,378.00 "
UPPER WEST,LAWRA,2000,COWPEA," 5,300.00 ", 0.50 ," 2,650.00 "
UPPER WEST,TUMU,2000,COWPEA," 5,059.00 ", 0.70 ," 3,541.00 "
UPPER WEST,JIRAPA,2000,COWPEA," 1,465.00 ", 0.50 , 733.00 
UPPER WEST,NADOWLI,2000,COWPEA," 16,966.00 ", 0.50 ," 8,483.00 "
UPPER EAST,BUILSA,2000,SORGHUM," 8,802.00 ", 0.65 ," 5,721.00 "
UPPER EAST,KASINA-NANKANA,2000,SORGHUM," 8,000.00 ", 0.75 ," 6,000.00 "
UPPER EAST,BONGO,2000,SORGHUM," 7,835.00 ", 0.94 ," 7,365.00 "
UPPER EAST,BOLGATANGA MUNICIPAL,2000,SORGHUM," 23,000.00 ", 1.25 ," 28,750.00 "
UPPER EAST,BAWKU EAST,2000,SORGHUM," 28,820.00 ", 1.50 ," 43,230.00 "
UPPER EAST,BAWKU WEST,2000,SORGHUM," 8,075.00 ", 0.84 ," 6,783.00 "
UPPER EAST,BUILSA,2000,MILLET," 6,520.00 ", 1.18 ," 7,693.00 "
UPPER EAST,KASINA-NANKANA,2000,MILLET," 17,000.00 ", 0.70 ," 11,900.00 "
UPPER EAST,BONGO,2000,MILLET," 3,550.00 ", 0.72 ," 2,556.00 "
UPPER EAST,BOLGATANGA MUNICIPAL,2000,MILLET," 21,500.00 ", 0.63 ," 13,600.00 "
UPPER EAST,BAWKU EAST,2000,MILLET," 27,000.00 ", 1.05 ," 28,350.00 "
UPPER EAST,BAWKU WEST,2000,MILLET," 9,000.00 ", 0.70 ," 6,300.00 "
UPPER EAST,BUILSA,2000,GROUNDNUT," 17,476.00 ", 0.94 ," 16,427.00 "
UPPER EAST,KASINA-NANKANA,2000,GROUNDNUT," 20,000.00 ", 0.70 ," 14,000.00 "
UPPER EAST,BONGO,2000,GROUNDNUT," 3,650.00 ", 0.85 ," 3,103.00 "
UPPER EAST,BOLGATANGA MUNICIPAL,2000,GROUNDNUT," 25,400.00 ", 0.90 ," 22,860.00 "
UPPER EAST,BAWKU EAST,2000,GROUNDNUT," 22,900.00 ", 1.25 ," 28,625.00 "
UPPER EAST,BAWKU WEST,2000,GROUNDNUT," 20,000.00 ", 0.75 ," 15,000.00 "
WESTERN,SHAMA AHANTA EAST,2001,MAIZE, 586.00 , 1.26 , 738.00 
WESTERN,WEST AHANTA,2001,MAIZE," 1,568.00 ", 0.97 ," 1,524.00 "
WESTERN,MPORHOR WASSA EAST,2001,MAIZE," 4,192.00 ", 1.29 ," 5,396.00 "
WESTERN,WASSA WEST,2001,MAIZE," 3,838.00 ", 1.23 ," 4,737.00 "
WESTERN,EAST NZEMA,2001,MAIZE," 1,111.00 ", 1.36 ," 1,516.00 "
WESTERN,JOMORO,2001,MAIZE," 1,231.00 ", 1.27 ," 1,564.00 "
WESTERN,WASSA AMENFI,2001,MAIZE," 11,222.00 ", 1.44 ," 16,168.00 "
WESTERN,AOWIN -SUAMAN,2001,MAIZE," 7,570.00 ", 1.43 ," 10,818.00 "
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2001,MAIZE," 5,127.00 ", 1.38 ," 7,088.00 "
WESTERN,SEFWI-WIAWSO,2001,MAIZE," 6,559.00 ", 1.42 ," 9,283.00 "
WESTERN,JUABESO-BIA,2001,MAIZE," 11,095.00 ", 1.46 ," 16,168.00 "
WESTERN,SHAMA AHANTA EAST,2001,RICE, 96.00 , 1.11 , 107.00 
WESTERN,WEST AHANTA,2001,RICE, 80.00 , 1.09 , 87.00 
WESTERN,MPORHOR WASSA EAST,2001,RICE, 391.00 , 1.14 , 444.00 
WESTERN,WASSA WEST,2001,RICE," 1,565.00 ", 1.19 ," 1,857.00 "
WESTERN,EAST NZEMA,2001,RICE, 462.00 , 1.29 , 595.00 
WESTERN,JOMORO,2001,RICE, 384.00 , 1.15 , 443.00 
WESTERN,WASSA AMENFI,2001,RICE," 3,789.00 ", 1.28 ," 4,848.00 "
WESTERN,AOWIN -SUAMAN,2001,RICE," 2,159.00 ", 1.33 ," 2,873.00 "
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2001,RICE," 1,302.00 ", 1.25 ," 1,625.00 "
WESTERN,SEFWI-WIAWSO,2001,RICE," 2,081.00 ", 1.34 ," 2,792.00 "
WESTERN,JUABESO-BIA,2001,RICE," 3,411.00 ", 1.40 ," 4,787.00 "
WESTERN,SHAMA AHANTA EAST,2001,CASSAVA," 2,091.00 ", 8.13 ," 16,999.00 "
WESTERN,WEST AHANTA,2001,CASSAVA," 3,843.00 ", 9.78 ," 37,572.00 "
WESTERN,MPORHOR WASSA EAST,2001,CASSAVA," 5,787.00 ", 9.78 ," 56,573.00 "
WESTERN,WASSA WEST,2001,CASSAVA," 3,234.00 ", 8.85 ," 28,624.00 "
WESTERN,EAST NZEMA,2001,CASSAVA," 5,355.00 ", 9.78 ," 52,354.00 "
WESTERN,JOMORO,2001,CASSAVA," 7,046.00 ", 9.98 ," 70,339.00 "
WESTERN,WASSA AMENFI,2001,CASSAVA," 7,876.00 ", 9.57 ," 75,384.00 "
WESTERN,AOWIN -SUAMAN,2001,CASSAVA," 11,474.00 ", 9.88 ," 113,361.00 "
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2001,CASSAVA," 6,963.00 ", 9.67 ," 67,357.00 "
WESTERN,SEFWI-WIAWSO,2001,CASSAVA," 10,020.00 ", 10.19 ," 102,085.00 "
WESTERN,JUABESO-BIA,2001,CASSAVA," 8,240.00 ", 10.50 ," 86,496.00 "
WESTERN,SHAMA AHANTA EAST,2001,YAM, 28.00 , 4.00 , 112.00 
WESTERN,WEST AHANTA,2001,YAM, 19.00 , 3.42 , 65.00 
WESTERN,MPORHOR WASSA EAST,2001,YAM, 165.00 , 5.27 , 870.00 
WESTERN,WASSA WEST,2001,YAM, 163.00 , 5.05 , 823.00 
WESTERN,EAST NZEMA,2001,YAM, 14.00 , 3.50 , 49.00 
WESTERN,JOMORO,2001,YAM, 12.00 , 3.00 , 36.00 
WESTERN,WASSA AMENFI,2001,YAM," 1,212.00 ", 6.05 ," 7,338.00 "
WESTERN,AOWIN -SUAMAN,2001,YAM," 1,184.00 ", 6.02 ," 7,131.00 "
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2001,YAM," 2,230.00 ", 6.59 ," 14,699.00 "
WESTERN,SEFWI-WIAWSO,2001,YAM," 2,802.00 ", 6.59 ," 18,465.00 "
WESTERN,JUABESO-BIA,2001,YAM," 5,167.00 ", 6.82 ," 35,256.00 "
CENTRAL,UPPER DENKYIRA,2001,MAIZE," 8,882.00 ", 1.35 ," 12,035.00 "
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2001,MAIZE," 5,357.00 ", 1.33 ," 7,146.00 "
CENTRAL,ASSIN NORTH,2001,MAIZE," 6,475.00 ", 1.57 ," 10,185.00 "
CENTRAL,ABURA-ASEBU-KWAMANKESE,2001,MAIZE," 6,335.00 ", 1.30 ," 8,216.00 "
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2001,MAIZE," 5,568.00 ", 1.27 ," 7,094.00 "
CENTRAL,MFANTSIMAN,2001,MAIZE," 10,496.00 ", 1.28 ," 13,484.00 "
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2001,MAIZE," 5,915.00 ", 1.23 ," 7,271.00 "
CENTRAL,AJUMAKO-ENYAN-ESIAM,2001,MAIZE," 4,999.00 ", 1.14 ," 5,699.00 "
CENTRAL,AWUTU-EFUTU-SENYA,2001,MAIZE," 17,234.00 ", 1.54 ," 26,591.00 "
CENTRAL,GOMOA,2001,MAIZE," 3,230.00 ", 1.33 ," 4,296.00 "
CENTRAL,CAPE COAST,2001,MAIZE," 5,316.00 ", 1.18 ," 6,287.00 "
CENTRAL,AGONA,2001,MAIZE," 11,205.00 ", 0.87 ," 9,696.00 "
CENTRAL,UPPER DENKYIRA,2001,CASSAVA," 7,448.00 ", 18.70 ," 139,278.00 "
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2001,CASSAVA," 5,413.00 ", 13.55 ," 73,348.00 "
CENTRAL,ASSIN NORTH,2001,CASSAVA," 6,981.00 ", 18.86 ," 131,659.00 "
CENTRAL,ABURA-ASEBU-KWAMANKESE,2001,CASSAVA," 4,531.00 ", 18.25 ," 82,688.00 "
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2001,CASSAVA," 5,207.00 ", 18.82 ," 97,998.00 "
CENTRAL,MFANTSIMAN,2001,CASSAVA," 7,897.00 ", 18.81 ," 148,540.00 "
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2001,CASSAVA," 5,572.00 ", 18.15 ," 101,136.00 "
CENTRAL,AJUMAKO-ENYAN-ESIAM,2001,CASSAVA," 4,325.00 ", 17.78 ," 76,895.00 "
CENTRAL,AWUTU-EFUTU-SENYA,2001,CASSAVA," 17,916.00 ", 18.93 ," 339,156.00 "
CENTRAL,GOMOA,2001,CASSAVA," 2,810.00 ", 19.00 ," 53,392.00 "
CENTRAL,CAPE COAST,2001,CASSAVA," 4,884.00 ", 17.27 ," 84,343.00 "
CENTRAL,AGONA,2001,CASSAVA," 7,148.00 ", 18.96 ," 135,529.00 "
CENTRAL,UPPER DENKYIRA,2001,YAM, 706.00 , 4.42 ," 3,120.00 "
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2001,YAM, 605.00 , 4.18 ," 2,529.00 "
CENTRAL,ASSIN NORTH,2001,YAM, 383.00 , 5.42 ," 2,075.00 "
CENTRAL,ABURA-ASEBU-KWAMANKESE,2001,YAM, 246.00 , 5.30 ," 1,304.00 "
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2001,YAM, 399.00 , 5.38 ," 2,146.00 "
CENTRAL,MFANTSIMAN,2001,YAM, 256.00 , 6.47 ," 1,656.00 "
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2001,YAM, 57.00 , 2.98 , 170.00 
CENTRAL,AJUMAKO-ENYAN-ESIAM,2001,YAM, 244.00 , 6.05 ," 1,475.00 "
CENTRAL,AWUTU-EFUTU-SENYA,2001,YAM, 437.00 , 7.00 ," 3,061.00 "
CENTRAL,GOMOA,2001,YAM, 71.00 , 8.28 , 588.00 
CENTRAL,CAPE COAST,2001,YAM, 430.00 , 2.20 , 947.00 
CENTRAL,AGONA,2001,YAM, 692.00 , 5.47 ," 3,784.00 "
VOLTA,NORTH TONGU,2001,MAIZE," 1,800.00 ", 1.20 ," 2,160.00 "
VOLTA,SOUTH TONGU (SOGAKOPE),2001,MAIZE," 1,650.00 ", 1.20 ," 1,980.00 "
VOLTA,AKATSI,2001,MAIZE," 2,700.00 ", 1.30 ," 3,510.00 "
VOLTA,KETA,2001,MAIZE, 900.00 , 1.00 , 900.00 
VOLTA,DENU/DZODZE(KETU),2001,MAIZE," 4,200.00 ", 1.20 ," 5,040.00 "
VOLTA,KPANDO,2001,MAIZE," 4,000.00 ", 1.50 ," 6,000.00 "
VOLTA,HOHOE MUNICIPAL,2001,MAIZE," 5,400.00 ", 1.50 ," 8,100.00 "
VOLTA,JASIKAN,2001,MAIZE," 4,000.00 ", 1.50 ," 6,000.00 "
VOLTA,KADJEBI,2001,MAIZE," 3,600.00 ", 1.50 ," 5,400.00 "
VOLTA,NKWANTA,2001,MAIZE," 6,200.00 ", 1.50 ," 9,300.00 "
VOLTA,KETE-KRACHI,2001,MAIZE," 5,500.00 ", 1.50 ," 8,250.00 "
VOLTA,HO MUNICIPAL,2001,MAIZE," 5,400.00 ", 1.33 ," 7,200.00 "
VOLTA,NORTH TONGU,2001,RICE," 1,000.00 ", 5.00 ," 5,000.00 "
VOLTA,DENU/DZODZE(KETU),2001,RICE," 1,100.00 ", 6.00 ," 6,600.00 "
VOLTA,KPANDO,2001,RICE, 400.00 , 3.00 ," 1,200.00 "
VOLTA,HOHOE MUNICIPAL,2001,RICE," 4,000.00 ", 3.00 ," 12,000.00 "
VOLTA,JASIKAN,2001,RICE," 1,000.00 ", 3.00 ," 3,000.00 "
VOLTA,KADJEBI,2001,RICE," 2,000.00 ", 3.00 ," 6,000.00 "
VOLTA,NKWANTA,2001,RICE," 1,500.00 ", 3.00 ," 4,500.00 "
VOLTA,KETE-KRACHI,2001,RICE," 2,000.00 ", 3.00 ," 6,000.00 "
VOLTA,HO MUNICIPAL,2001,RICE, 200.00 , 3.00 , 600.00 
VOLTA,NORTH TONGU,2001,CASSAVA," 2,400.00 ", 1.00 ," 2,400.00 "
VOLTA,SOUTH TONGU (SOGAKOPE),2001,CASSAVA," 2,300.00 ", 5.65 ," 13,000.00 "
VOLTA,AKATSI,2001,CASSAVA," 2,000.00 ", 11.00 ," 22,000.00 "
VOLTA,KETA,2001,CASSAVA," 1,100.00 ", 9.00 ," 9,900.00 "
VOLTA,DENU/DZODZE(KETU),2001,CASSAVA," 6,000.00 ", 6.90 ," 41,400.00 "
VOLTA,KPANDO,2001,CASSAVA," 2,300.00 ", 18.00 ," 41,400.00 "
VOLTA,HOHOE MUNICIPAL,2001,CASSAVA," 4,800.00 ", 18.00 ," 86,400.00 "
VOLTA,JASIKAN,2001,CASSAVA," 4,300.00 ", 19.00 ," 81,700.00 "
VOLTA,KADJEBI,2001,CASSAVA," 2,000.00 ", 28.50 ," 57,000.00 "
VOLTA,NKWANTA,2001,CASSAVA," 21,000.00 ", 17.00 ," 357,000.00 "
VOLTA,KETE-KRACHI,2001,CASSAVA," 18,000.00 ", 17.00 ," 306,000.00 "
VOLTA,HO MUNICIPAL,2001,CASSAVA," 3,300.00 ", 18.00 ," 59,400.00 "
VOLTA,KPANDO,2001,YAM," 1,500.00 ", 6.00 ," 9,000.00 "
VOLTA,HOHOE MUNICIPAL,2001,YAM," 1,800.00 ", 6.00 ," 10,800.00 "
VOLTA,JASIKAN,2001,YAM," 1,200.00 ", 10.00 ," 12,000.00 "
VOLTA,KADJEBI,2001,YAM," 1,400.00 ", 10.00 ," 14,000.00 "
VOLTA,NKWANTA,2001,YAM," 7,500.00 ", 11.00 ," 82,500.00 "
VOLTA,KETE-KRACHI,2001,YAM," 8,400.00 ", 11.00 ," 92,400.00 "
VOLTA,HO MUNICIPAL,2001,YAM, 600.00 , 3.00 ," 1,800.00 "
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2001,MAIZE," 3,600.00 ", 1.79 ," 6,429.00 "
ASHANTI,AMANSIE WEST,2001,MAIZE," 8,399.00 ", 1.27 ," 10,632.00 "
ASHANTI,EJURA SEKYEREDUMASE,2001,MAIZE," 16,120.00 ", 1.13 ," 18,165.00 "
ASHANTI,SEKYERE WEST ,2001,MAIZE," 14,745.00 ", 1.41 ," 20,758.00 "
ASHANTI,SEKYERE EAST,2001,MAIZE," 9,527.00 ", 1.42 ," 13,575.00 "
ASHANTI,AFIGYA SEKYERE,2001,MAIZE," 3,590.00 ", 2.13 ," 7,656.00 "
ASHANTI,AHAFO ANO NORTH,2001,MAIZE," 3,573.00 ", 1.73 ," 6,172.00 "
ASHANTI,AHAFO ANO SOUTH,2001,MAIZE," 7,539.00 ", 1.35 ," 10,215.00 "
ASHANTI,ATWIMA,2001,MAIZE," 12,085.00 ", 1.23 ," 14,853.00 "
ASHANTI,EJUSU JUABEN,2001,MAIZE," 4,671.00 ", 1.08 ," 5,054.00 "
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2001,MAIZE," 4,270.00 ", 1.69 ," 7,201.00 "
ASHANTI,KWABRE ,2001,MAIZE," 1,434.00 ", 1.59 ," 2,276.00 "
ASHANTI,OFFINSO,2001,MAIZE," 6,280.00 ", 1.46 ," 9,142.00 "
ASHANTI,ADANSI WEST,2001,MAIZE," 4,905.00 ", 1.59 ," 7,785.00 "
ASHANTI,ADANSI  SOUTH,2001,MAIZE," 3,672.00 ", 1.82 ," 6,692.00 "
ASHANTI,ASANTE AKIM NORTH,2001,MAIZE," 4,130.00 ", 2.37 ," 9,783.00 "
ASHANTI,ASANTE AKIM SOUTH,2001,MAIZE," 7,307.00 ", 1.17 ," 8,576.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2001,MAIZE," 3,626.00 ", 1.39 ," 5,036.00 "
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2001,RICE, 253.00 , 1.33 , 337.00 
ASHANTI,AMANSIE WEST,2001,RICE, 105.00 , 1.50 , 158.00 
ASHANTI,EJURA SEKYEREDUMASE,2001,RICE, 82.00 , 0.67 , 55.00 
ASHANTI,SEKYERE WEST ,2001,RICE, 31.00 , 2.00 , 62.00 
ASHANTI,SEKYERE EAST,2001,RICE, 48.00 , 1.35 , 65.00 
ASHANTI,AFIGYA SEKYERE,2001,RICE, 37.00 , 1.27 , 47.00 
ASHANTI,AHAFO ANO NORTH,2001,RICE, 97.00 , 1.55 , 150.00 
ASHANTI,AHAFO ANO SOUTH,2001,RICE, 530.00 , 5.17 ," 2,740.00 "
ASHANTI,ATWIMA,2001,RICE," 1,553.00 ", 2.84 ," 4,403.00 "
ASHANTI,EJUSU JUABEN,2001,RICE, 356.00 , 1.43 , 509.00 
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2001,RICE, 359.00 , 1.43 , 512.00 
ASHANTI,KWABRE ,2001,RICE, 17.00 , 1.29 , 22.00 
ASHANTI,OFFINSO,2001,RICE, 120.00 , 1.23 , 148.00 
ASHANTI,ADANSI WEST,2001,RICE, 247.00 , 1.16 , 286.00 
ASHANTI,ADANSI  SOUTH,2001,RICE, 247.00 , 6.36 ," 1,570.00 "
ASHANTI,ASANTE AKIM NORTH,2001,RICE," 1,209.00 ", 0.29 , 355.00 
ASHANTI,ASANTE AKIM SOUTH,2001,RICE, 233.00 , 0.11 , 26.00 
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2001,RICE, 21.00 , 0.14 , 3.00 
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2001,CASSAVA," 6,308.00 ", 9.06 ," 57,154.00 "
ASHANTI,AMANSIE WEST,2001,CASSAVA," 10,016.00 ", 9.01 ," 90,275.00 "
ASHANTI,EJURA SEKYEREDUMASE,2001,CASSAVA," 3,028.00 ", 6.52 ," 19,755.00 "
ASHANTI,SEKYERE WEST ,2001,CASSAVA," 9,113.00 ", 11.26 ," 102,645.00 "
ASHANTI,SEKYERE EAST,2001,CASSAVA," 6,012.00 ", 10.40 ," 62,523.00 "
ASHANTI,AFIGYA SEKYERE,2001,CASSAVA," 7,869.00 ", 8.74 ," 68,739.00 "
ASHANTI,AHAFO ANO NORTH,2001,CASSAVA," 8,117.00 ", 9.31 ," 75,576.00 "
ASHANTI,AHAFO ANO SOUTH,2001,CASSAVA," 10,265.00 ", 9.99 ," 102,571.00 "
ASHANTI,ATWIMA,2001,CASSAVA," 12,242.00 ", 11.53 ," 141,166.00 "
ASHANTI,EJUSU JUABEN,2001,CASSAVA," 6,216.00 ", 10.05 ," 62,493.00 "
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2001,CASSAVA," 6,097.00 ", 9.36 ," 57,052.00 "
ASHANTI,KWABRE ,2001,CASSAVA," 6,239.00 ", 11.39 ," 71,045.00 "
ASHANTI,OFFINSO,2001,CASSAVA," 7,051.00 ", 12.16 ," 85,736.00 "
ASHANTI,ADANSI WEST,2001,CASSAVA," 6,693.00 ", 11.33 ," 75,863.00 "
ASHANTI,ADANSI  SOUTH,2001,CASSAVA," 6,093.00 ", 6.66 ," 40,549.00 "
ASHANTI,ASANTE AKIM NORTH,2001,CASSAVA," 5,084.00 ", 11.75 ," 59,737.00 "
ASHANTI,ASANTE AKIM SOUTH,2001,CASSAVA," 7,231.00 ", 11.13 ," 80,459.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2001,CASSAVA," 4,865.00 ", 10.51 ," 51,142.00 "
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2001,YAM, 113.00 , 12.19 ," 1,377.00 "
ASHANTI,AMANSIE WEST,2001,YAM, 729.00 , 10.79 ," 7,865.00 "
ASHANTI,EJURA SEKYEREDUMASE,2001,YAM," 7,075.00 ", 14.28 ," 101,028.00 "
ASHANTI,SEKYERE WEST ,2001,YAM," 4,706.00 ", 12.94 ," 60,910.00 "
ASHANTI,SEKYERE EAST,2001,YAM," 1,565.00 ", 13.50 ," 21,121.00 "
ASHANTI,AFIGYA SEKYERE,2001,YAM, 48.00 , 11.44 , 549.00 
ASHANTI,AHAFO ANO NORTH,2001,YAM, 66.00 , 10.24 , 676.00 
ASHANTI,AHAFO ANO SOUTH,2001,YAM, 20.00 , 11.95 , 239.00 
ASHANTI,ATWIMA,2001,YAM," 1,161.00 ", 11.65 ," 13,524.00 "
ASHANTI,EJUSU JUABEN,2001,YAM, 135.00 , 9.96 ," 1,344.00 "
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2001,YAM, 630.00 , 9.81 ," 6,178.00 "
ASHANTI,KWABRE ,2001,YAM, 97.00 , 8.36 , 811.00 
ASHANTI,OFFINSO,2001,YAM, 216.00 , 12.03 ," 2,599.00 "
ASHANTI,ADANSI WEST,2001,YAM, 216.00 , 4.89 ," 1,057.00 "
ASHANTI,ADANSI  SOUTH,2001,YAM, 215.00 , 9.96 ," 2,141.00 "
ASHANTI,ASANTE AKIM NORTH,2001,YAM, 224.00 , 10.16 ," 2,276.00 "
ASHANTI,ASANTE AKIM SOUTH,2001,YAM, 131.00 , 10.14 ," 1,328.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2001,YAM, 439.00 , 7.76 ," 3,406.00 "
EASTERN,BIRIM SOUTH,2001,MAIZE," 9,000.00 ", 1.47 ," 13,200.00 "
EASTERN,WEST AKIM,2001,MAIZE," 9,000.00 ", 1.36 ," 12,200.00 "
EASTERN,SUHUM KRABOA COALTAR,2001,MAIZE," 9,000.00 ", 1.58 ," 14,200.00 "
EASTERN,AKUAPIM SOUTH,2001,MAIZE," 6,000.00 ", 1.61 ," 9,660.00 "
EASTERN,AKUAPIM NORTH,2001,MAIZE," 11,000.00 ", 1.25 ," 13,800.00 "
EASTERN,NEW JUABEN,2001,MAIZE," 6,140.00 ", 1.15 ," 7,052.00 "
EASTERN,YILO KROBO,2001,MAIZE," 10,500.00 ", 1.37 ," 14,375.00 "
EASTERN,EAST AKIM,2001,MAIZE," 6,104.00 ", 1.80 ," 11,013.00 "
EASTERN,KWAEBIBIREM,2001,MAIZE," 8,000.00 ", 1.55 ," 12,400.00 "
EASTERN,BIRIM NORTH,2001,MAIZE," 7,000.00 ", 1.23 ," 8,600.00 "
EASTERN,KWAHU SOUTH,2001,MAIZE," 7,000.00 ", 1.70 ," 11,900.00 "
EASTERN,FANTEAKWA,2001,MAIZE," 12,000.00 ", 1.17 ," 14,000.00 "
EASTERN,KWAHU NORTH,2001,MAIZE," 27,000.00 ", 1.13 ," 30,600.00 "
EASTERN,ASUOGYAMAN,2001,MAIZE," 9,000.00 ", 1.47 ," 13,200.00 "
EASTERN,MANYA KROBO,2001,MAIZE," 11,000.00 ", 1.35 ," 14,800.00 "
EASTERN,BIRIM SOUTH,2001,RICE," 4,960.00 ", 2.00 ," 9,920.00 "
EASTERN,YILO KROBO,2001,RICE, 210.00 , 2.00 , 420.00 
EASTERN,EAST AKIM,2001,RICE, 310.00 , 2.00 , 620.00 
EASTERN,KWAEBIBIREM,2001,RICE," 1,520.00 ", 2.10 ," 3,192.00 "
EASTERN,BIRIM NORTH,2001,RICE," 4,650.00 ", 2.00 ," 9,300.00 "
EASTERN,ASUOGYAMAN,2001,RICE, 510.00 , 1.70 , 867.00 
EASTERN,MANYA KROBO,2001,RICE, 510.00 , 2.00 ," 1,020.00 "
EASTERN,BIRIM SOUTH,2001,CASSAVA," 16,000.00 ", 12.00 ," 192,000.00 "
EASTERN,WEST AKIM,2001,CASSAVA," 15,000.00 ", 12.40 ," 186,000.00 "
EASTERN,SUHUM KRABOA COALTAR,2001,CASSAVA," 14,000.00 ", 12.60 ," 176,400.00 "
EASTERN,AKUAPIM SOUTH,2001,CASSAVA," 14,000.00 ", 11.86 ," 166,040.00 "
EASTERN,AKUAPIM NORTH,2001,CASSAVA," 13,000.00 ", 11.10 ," 144,300.00 "
EASTERN,NEW JUABEN,2001,CASSAVA," 6,000.00 ", 10.11 ," 60,660.00 "
EASTERN,YILO KROBO,2001,CASSAVA," 12,000.00 ", 10.40 ," 124,800.00 "
EASTERN,EAST AKIM,2001,CASSAVA," 10,000.00 ", 11.20 ," 112,000.00 "
EASTERN,KWAEBIBIREM,2001,CASSAVA," 10,000.00 ", 10.10 ," 101,000.00 "
